Date,Name,Age,Position,Nationality,Club Left,League Left,Club Joined,League Joined,Market Valuation,Transfer
"May 2, 2012",Zé Roberto,37,Left Midfield,Brazil,"
Al Gharafa ", Stars League ,"
Grêmio ",,"2,50 mil. €",Free transfer
"May 2, 2012",Nikolai Ryndyuk,34,Centre-Forward,Belarus,"
Without Club ",,"
FK Smorgon ",,200 K €,-
"May 3, 2012",Rhys Weston,31,Right-Back,Wales,"
Dundee FC ", Championship ,"
KR Reykjavík ",,300 K €,Free transfer
"May 3, 2012",Andri Júlíusson,27,Forward,Iceland,"
Fram Reykjavík ", Pepsi Max deild ,"
Jørpeland ",,25 K €,?
"May 4, 2012",Arnar Darri Pétursson,21,Goalkeeper,Iceland,"
SönderjyskE ", Superligaen ,"
Stjarnan ",,100 K €,Free transfer
"May 4, 2012",James Marcelin,25,Defensive Midfield,Haiti,"
Timbers ", MLS ,"
FC Dallas	 ",,125 K €,?
"May 4, 2012",Arnar Sveinn Geirsson,20,Right-Back,Iceland,"
Valur ", Pepsi Max deild ,"
 Víkingur Ó. ",,100 K €,?
"May 4, 2012",Vedran Ivankovic,29,Centre-Back,Croatia,"
Without Club ",,"
Soproni VSE ",,500 K €,-
"May 4, 2012",Ebrima Sohna,23,Defensive Midfield,The Gambia,"
Without Club ",,"
RoPS ",,400 K €,-
"May 5, 2012",Baldur Bett,32,Midfielder,Iceland,"
Fylkir ", Pepsi Max deild ,"
Reynir ",,25 K €,Free transfer
"May 5, 2012",Renee Troost,23,Defensive Midfield,Netherlands,"
AGOVV Apeldoorn ", Keuken Kampioen Divisie ,"
Breidablik ",,150 K €,?
"May 6, 2012",Quinton Jacobs,33,Central Midfield,Namibia,"
United Sikkim ", I-League 2nd Division ,"
Salgaocar FC ",,50 K €,?
"May 7, 2012",George Odhiambo,19,Centre-Forward,Kenya,"
KuPS ", Veikkausliiga ,"
Azam FC ",,50 K €,Free transfer
"May 7, 2012",Marko Jaksic,28,Centre-Forward,Serbia,"
Dorcol ", Serbia		,"
OPS ",,150 K €,?
"May 7, 2012",Josh Janniere,19,Right Winger,Canada,"
Colorado ", MLS ,"
Without Club ",,100 K €,?
"May 7, 2012",Berry Powel,32,Centre-Forward,Netherlands,"
Without Club ",,"
CF Huracán ",,700 K €,-
"May 7, 2012",Chris Birchall,28,Right Midfield,Trinidad and Tobago,"
Without Club ",,"
Columbus Crew ",,675 K €,-
"May 8, 2012",Joonas Kolkka,37,Right Winger,Finland,"
Willem II ", Keuken Kampioen Divisie ,"
Dutch Lions ",,250 K €,Free transfer
"May 8, 2012",Arilíus Marteinsson,27,Defender,Iceland,"
Stokkseyri ", Iceland		,"
Ægir ",,25 K €,?
"May 8, 2012",Youssouf Hersi,29,Right Winger,Netherlands,"
Without Club ",,"
Alki Larnaca ",,750 K €,-
"May 8, 2012",Marco Vélez,31,Centre-Back,Puerto Rico,"
Retired ",,"
Islanders ",,200 K €,-
"May 8, 2012",Marco Quiñónez,34,Centre-Back,Ecuador,"
Without Club ",,"
Abuelos FC ",,100 K €,-
"May 9, 2012",Neil Mellor,29,Centre-Forward,England,"
Preston NE ", League One ,"
Retired ",,900 K €,-
"May 9, 2012",Alessandro Zamperini,29,Centre-Back,Italy,"
Without Club ",,"
Maccarese ",,100 K €,-
"May 10, 2012",Kevin Fotheringham,36,Centre-Back,Scotland,"
St Andrews Utd ", Scotland		,"
Lochore Welfare ",,100 K €,Free transfer
"May 10, 2012",Sverrir Gardarsson,27,Centre-Back,Iceland,"
ÍBV ", Pepsi Max deild ,"
Haukar ",,25 K €,?
"May 10, 2012",Subrata Pal,25,Goalkeeper,India,"
Pune FC ", I-League ,"
United SC ",,100 K €,?
"May 10, 2012",Martyn Corrigan,34,Centre-Back,Scotland,"
Stenhousemuir ", League One ,"
Retired ",,175 K €,-
"May 10, 2012",Dominik Bersnjak,30,Central Midfield,Slovenia,"
Without Club ",,"
Soproni VSE ",,400 K €,-
"May 11, 2012",Dávid Disztl,27,Centre-Forward,Hungary,"
Dunaújváros ", NB II - West ,"
KA Akureyri ",,50 K €,Free transfer
"May 11, 2012",Dustin McCarty,23,Central Midfield,United States,"
Without Club ",,"
NC Fusion U-23 ",,75 K €,-
"May 12, 2012",Evan Schwartz,24,Right-Back,United States,"
Dayton Dutch L. ", USLC ,"
Víkingur ",,50 K €,Free transfer
"May 12, 2012",Brynjar Benediktsson,22,Midfielder,Iceland,"
Hafnarfjördur ", Pepsi Max deild ,"
Leiknir ",,25 K €,Free transfer
"May 12, 2012",Jón Orri Ólafsson,27,Midfielder,Iceland,"
Fram Reykjavík ", Pepsi Max deild ,"
Einherji  ",,25 K €,?
"May 12, 2012",Ryan Allsop,19,Goalkeeper,England,"
Millwall ", Championship ,"
Höttur ",,50 K €,?
"May 12, 2012",Janis Vaitkus,27,Centre-Back,Latvia,"
Nuorese ", Italy		,"
 Víkingur Ó. ",,225 K €,?
"May 13, 2012",Stephen Craigan,35,Centre-Back,Northern Ireland,"
Motherwell FC ", Premiership ,"
Retired ",,500 K €,-
"May 13, 2012",Barry Wilson,40,Attacking Midfield,Scotland,"
Elgin City ", League Two ,"
Retired ",,225 K €,-
"May 14, 2012",Steven Swinglehurst,19,Centre-Back,England,"
Carlisle United ", League One ,"
Annan Athletic ",,50 K €,Free transfer
"May 14, 2012",Adilson,25,Centre-Forward,Brazil,"
Piracicaba ", Brazil		,"
Corinthians ",,150 K €,?
"May 15, 2012",Jonathan Smart,31,Centre-Back,Scotland,"
Montrose ", League Two ,"
Ballingry ",,40 K €,Free transfer
"May 15, 2012",Rafael Cereijo,22,Defensive Midfield,Uruguay,"
Villa Teresa ", Segunda División ,"
Canadian ",,75 K €,?
"May 15, 2012",Thórdur Jón Jóhannesson,17,Attacking Midfield,Iceland,"
Aarhus GF U19 ", Denmark		,"
Haukar ",,25 K €,?
"May 15, 2012",Essau Kanyenda,29,Centre-Forward,Malawi,"
Without Club ",,"
B93 ",,200 K €,-
"May 15, 2012",Damián Casalinuovo,24,Centre-Forward,Argentina,"
Raith Rovers ", Championship ,"
Retired ",,250 K €,-
"May 16, 2012",Mitch Walker,20,Goalkeeper,England,"
Brighton ", Championship ,"
Dover Athletic ",,50 K €,Free transfer
"May 16, 2012",Jake Gallagher,19,Central Midfield,England,"
Millwall ", Championship ,"
ÍBV ",,50 K €,Free transfer
"May 16, 2012",Marko Nikolic,26,Left-Back,Serbia,"
Timok Zajecar ", Serbia		,"
ÍF Huginn ",,50 K €,?
"May 16, 2012",Clark Keltie,28,Central Midfield,England,"
Darlington ", National League ,"
 Víkingur Ó. ",,50 K €,?
"May 16, 2012",Thorvaldur Árnason,31,Forward,Iceland,"
Stjarnan ", Pepsi Max deild ,"
Afturelding ",,50 K €,?
"May 16, 2012",Rafael Galhardo,20,Right-Back,Brazil,"
Flamengo ", Série A ,"
Santos FC ",,400 K €,?
"May 16, 2012",Moustapha Cissé,20,Midfielder,Senegal,"
RS Yoff ", Senegal		,"
Selfoss ",,75 K €,?
"May 17, 2012",Danny Califf,32,Centre-Back,United States,"
Philadelphia ", MLS ,"
Chivas USA ",,350 K €,?
"May 17, 2012",Heath Pearce,27,Left-Back,United States,"
Chivas USA ", MLS ,"
NY Red Bulls ",,400 K €,?
"May 17, 2012",Reimond Manco,21,Attacking Midfield,Peru,"
León de Huánuco ", Torneo Descentralizado ,"
Al Wakrah ",,300 K €,?
"May 17, 2012",Michael Lahoud,25,Central Midfield,Sierra Leone,"
Chivas USA ", MLS ,"
Philadelphia ",,175 K €,?
"May 17, 2012",Juan Agudelo,19,Centre-Forward,United States,"
NY Red Bulls ", MLS ,"
Chivas USA ",,"1,00 mil. €",?
"May 17, 2012",Pierre Grima,31,Defender,Malta,"
Mqabba FC ", Premier League ,"
Gzira Utd ",,50 K €,?
"May 17, 2012",Ahmet Delic,26,Left Midfield,Austria,"
Without Club ",,"
Soproni VSE ",,100 K €,-
"May 18, 2012",Thomas Thudin,38,Goalkeeper,Sweden,"
Without Club ",,"
Atvidaberg ",,50 K €,-
"May 18, 2012",Pat Phelan,27,Centre-Back,United States,"
Without Club ",,"
SJK Seinäjoki ",,125 K €,-
"May 20, 2012",Jô,25,Centre-Forward,Brazil,"
Internacional ", Série A ,"
Atlético-MG ",,"2,50 mil. €","2,50 mil. €"
"May 21, 2012",Nathan Lowndes,34,Centre-Forward,England,"
Career break ",,"
Scone Thistle ",,300 K €,-
"May 22, 2012",Chris Smith,26,Goalkeeper,Scotland,"
Dunfermline A. ", Premiership ,"
St. Mirren ",,250 K €,Free transfer
"May 22, 2012",Iván Kaviedes,34,Centre-Forward,Ecuador,"
Deportivo Quito ", Serie A Segunda Etapa ,"
SD Aucas ",,700 K €,?
"May 24, 2012",Fábio Aurélio,32,Left-Back,Brazil,"
Liverpool ", Premier League ,"
Grêmio ",,"1,50 mil. €",Free transfer
"May 24, 2012",Dida,38,Goalkeeper,Brazil,"
Career break ",,"
Portuguesa ",,150 K €,-
"May 27, 2012",Pappachen Pradeep,29,Central Midfield,India,"
Mohun Bagan ", I-League ,"
Mumbai Tigers ",,100 K €,?
"May 27, 2012",Mohammed Rafi,30,Centre-Forward,India,"
Ch. Brothers ", I-League ,"
Mumbai Tigers ",,25 K €,?
"May 27, 2012",Beshir El Tabei,36,Centre-Back,Egypt,"
Gaish ", Premier League ,"
Retired ",,100 K €,-
"May 28, 2012",Hong-Lim Lee,28,Left Midfield,Hongkong,"
HK Pegasus ", Hong Kong PL ,"
South China ",,250 K €,Free transfer
"May 29, 2012",Edgar Bernhardt,26,Right Winger,Kyrgyzstan,"
Without Club ",,"
FC Lahti ",,300 K €,-
"May 29, 2012",Vazha Tarkhnishvili,40,Centre-Back,Georgia,"
Sheriff ", Divizia Nationala ,"
Retired ",,75 K €,-
"May 30, 2012",Zakaria Kibona,22,Centre-Forward,Tanzania,"
Mosta FC ", Premier League ,"
Helsinki IFK ",,25 K €,Free transfer
"May 30, 2012",Paul Quinn,21,Centre-Forward,Scotland,"
Albion Rovers ", League One ,"
East Stirling ",,50 K €,Free transfer
"May 30, 2012",Byro,23,Central Midfield,Brazil,"
Vizela ", Portugal		,"
FiesoleCaldine ",,100 K €,Free transfer
"May 31, 2012",Dougie Cameron,29,Left-Back,Scotland,"
Montrose ", League Two ,"
Ballingry ",,125 K €,Free transfer
"May 31, 2012",Claude Gnakpa,28,Left Midfield,France,"
Inverness Cal. ", Premiership ,"
Al-Minaa SC ",,150 K €,Free transfer
"May 31, 2012",Paul Currie,26,Central Midfield,Scotland,"
Musselburgh Athletic FC ", Scotland		,"
Arbroath ",,75 K €,Free transfer
"May 31, 2012",Simon Brown,28,Midfielder,England,"
Worcester City ", England		,"
Retired ",,75 K €,-
"May 31, 2012",Adrian Forbes,33,Centre-Forward,England,"
Lowestoft ", England		,"
Retired ",,250 K €,-
"Jun 1, 2012",Misael,17,Central Midfield,Brazil,"
Grêmio B ", Brazil		,"
Maldonado ",,150 K €,"2,00 mil. €"
"Jun 1, 2012",Anvar Rajabov,24,Centre-Forward,Uzbekistan,"
Bunyodkor ", Uzbekistan		,"
Buriram Utd. ",,25 K €,100 K €
"Jun 1, 2012",Kléberson,32,Central Midfield,Brazil,"
Flamengo ", Série A ,"
EC Bahia ",,500 K €,Free transfer
"Jun 1, 2012",Shaun Dillon,27,Left-Back,Scotland,"
Stirling ", League One ,"
Kilbirnie ",,50 K €,Free transfer
"Jun 1, 2012",Sören Siek,26,Defensive Midfield,Germany,"
TuS Dornberg ", NRW-Liga ,"
SV Rödinghausen ",,50 K €,Free transfer
"Jun 1, 2012",Davit Kvirkvelia,31,Left-Back,Georgia,"
Anorthosis ", First Division ,"
FC Dila ",,800 K €,Free transfer
"Jun 1, 2012",Stephen Ademolu,29,Centre-Forward,Canada,"
Atlanta SC ", NASL ,"
Windsor Stars ",,250 K €,Free transfer
"Jun 1, 2012",Petru Racu,24,Centre-Back,Moldova,"
Vendsyssel FF ", NordicBet LIGA ,"
FC Veris ",,200 K €,Free transfer
"Jun 1, 2012",Rok Bozic,27,Defensive Midfield,Slovenia,"
NK Izola ", Slovenia		,"
Kras Repen ",,200 K €,Free transfer
"Jun 1, 2012",Julinho,27,Attacking Midfield,Brazil,"
Internacion.-RS ", Brazil		,"
Três Passos ",,350 K €,Free transfer
"Jun 1, 2012",César Lucena,31,Centre-Back,Brazil,"
Sport Recife ", Série A ,"
Santa Cruz ",,150 K €,Free transfer
"Jun 1, 2012",Pedro Ayub,34,Defensive Midfield,Brazil,"
Hercílio Luz-SC ", Brazil		,"
SE Gama ",,200 K €,Free transfer
"Jun 1, 2012",Carlinhos,28,Centre-Forward,Brazil,"
Barra FC ", Brazil		,"
Indaial ",,50 K €,Free transfer
"Jun 1, 2012",Mohamed Yussuf,24,Defensive Midfield,Sweden,"
Varbergs BoIS ", Superettan ,"
Stafsinge IF ",,25 K €,Free transfer
"Jun 1, 2012",Júnior Mineiro,27,Centre-Forward,Brazil,"
Serra Talhada ", Brazil		,"
Horizonte ",,100 K €,Free transfer
"Jun 1, 2012",Márcio Tarrafas,27,Midfielder,Brazil,"
Ferroviário-CE ", Brazil		,"
Horizonte ",,150 K €,Free transfer
"Jun 1, 2012",John Ferguson,20,Centre-Forward,Scotland,"
Cowdenbeath FC ", League One ,"
Berwick Rangers ",,50 K €,Free transfer
"Jun 1, 2012",Daniel Jiménez,28,Attacking Midfield,Costa Rica,"
AD San Carlos ", Primera Div. Clausura ,"
AD Carmelita ",,225 K €,Free transfer
"Jun 1, 2012",Riou,27,Centre-Forward,Egypt,"
Al-Jazeera ", Jordan		,"
Ismaily ",,100 K €,Free transfer
"Jun 1, 2012",Rogerinho,32,Left-Back,Brazil,"
Coruripe ", Brazil		,"
Mixto ",,100 K €,Free transfer
"Jun 1, 2012",Acleisson,30,Defensive Midfield,Brazil,"
Mirassol-SP ", Brazil		,"
RB Bragantino ",,200 K €,Free transfer
"Jun 1, 2012",Ricardo Bueno,24,Centre-Forward,Brazil,"
Atlético-MG ", Série A ,"
Monte Azul-SP ",,600 K €,Free transfer
"Jun 1, 2012",Didão,30,Defensive Midfield,Brazil,"
Rio Branco ", Brazil		,"
Ceilândia-DF ",,150 K €,Free transfer
"Jun 1, 2012",Sheldon Bateau,21,Centre-Back,Trinidad and Tobago,"
SJ Jabloteh ", Trinidad and Tobago		,"
N.-E. Stars ",,25 K €,Free transfer
"Jun 1, 2012",Santos,26,Left-Back,Brazil,"
CA Aichinger ", Brazil		,"
Metropolitano ",,150 K €,Free transfer
"Jun 2, 2012",Colin Stevenson,20,Centre-Back,Scotland,"
Partick Thistle ", Championship ,"
Irvine Meadow ",,25 K €,Free transfer
"Jun 4, 2012",Ronaldinho,32,Attacking Midfield,Brazil,"
Flamengo ", Série A ,"
Atlético-MG ",,"4,00 mil. €",Free transfer
"Jun 4, 2012",Khayrulhayat Jumat,24,Defender,Singapore,"
Hougang Utd. ", Premier League ,"
Geylang ",,50 K €,Free transfer
"Jun 4, 2012",Karim Saffer,32,Centre-Forward,Morocco,"
SC Feignies ", France		,"
Without Club ",,75 K €,-
"Jun 5, 2012",Charlie King,32,Attacking Midfield,Scotland,"
Brechin City ", League One ,"
Forfar Athletic ",,50 K €,Free transfer
"Jun 5, 2012",Steven Noble,24,Left-Back,Scotland,"
Stranraer ", League Two ,"
Peterhead FC ",,50 K €,Free transfer
"Jun 5, 2012",Youssef Bejaoui,26,Goalkeeper,Scotland,"
Without Club ",,"
Berwick Rangers ",,75 K €,-
"Jun 6, 2012",Sebastián Ubilla,21,Right Winger,Chile,"
Wanderers ", Primera División ,"
U. de Chile ",,600 K €,"1,25 mil. €"
"Jun 6, 2012",Mick Dunlop,29,Centre-Back,Scotland,"
Brechin City ", League One ,"
Stranraer ",,50 K €,Free transfer
"Jun 6, 2012",Steve Brinkhurst,21,Right-Back,England,"
Eastbourne ", England		,"
Lewes ",,50 K €,Free transfer
"Jun 6, 2012",Gojko Ivkovic,22,Centre-Back,Serbia,"
Förde ", Norway		,"
Asane Fotball ",,50 K €,?
"Jun 6, 2012",Jorge Perlaza,27,Centre-Forward,Colombia,"
Timbers ", MLS ,"
Philadelphia ",,950 K €,?
"Jun 6, 2012",Danny Mwanga,20,Centre-Forward,DR Congo,"
Philadelphia ", MLS ,"
Timbers ",,175 K €,?
"Jun 6, 2012",Frank Jonke,27,Centre-Forward,Canada,"
Without Club ",,"
FF Jaro ",,100 K €,-
"Jun 7, 2012",Sam Parkin,31,Centre-Forward,Scotland,"
Queen o. t. S. ", Championship ,"
St. Mirren ",,300 K €,Free transfer
"Jun 7, 2012",Kieran Burns,20,Centre-Forward,Scotland,"
Partick Thistle ", Championship ,"
Irvine Meadow ",,25 K €,Free transfer
"Jun 7, 2012",Rafael Donato,23,Centre-Back,Brazil,"
Audax-RJ ", Brazil		,"
Cruzeiro ",,400 K €,?
"Jun 8, 2012",Andy Geggan,25,Central Midfield,Scotland,"
Ayr United ", Championship ,"
Dunfermline A. ",,200 K €,Free transfer
"Jun 8, 2012",Aliff Shafaein,30,Attacking Midfield,Singapore,"
Tanjong Pagar ", Premier League ,"
Warriors FC ",,175 K €,Free transfer
"Jun 8, 2012",Hin-Kwong Chan,24,Left-Back,Hongkong,"
Tuen Mun SA ", Hong Kong PL ,"
Citizen AA ",,100 K €,Free transfer
"Jun 9, 2012",Gareth Wardlaw,33,Centre-Forward,Scotland,"
Ayr United ", Championship ,"
East Fife ",,200 K €,Free transfer
"Jun 9, 2012",Grant Evans,22,Right-Back,Scotland,"
Morton ", Championship ,"
Airdrieonians ",,200 K €,Free transfer
"Jun 9, 2012",Anthony Ampaipitakwong,23,Defensive Midfield,Thailand,"
Quakes ", MLS ,"
Buriram Utd. ",,100 K €,?
"Jun 10, 2012",Pablo Cesar Doffo,29,Midfielder,Argentina,"
Floriana ", Premier League ,"
Naxxar Lions FC ",,75 K €,Free transfer
"Jun 11, 2012",Pablo de Muner,31,Right-Back,Argentina,"
Deportivo Merlo ", Primera Nacional ,"
San Felipe ",,350 K €,Free transfer
"Jun 11, 2012",Samson Goodwin,28,Defensive Midfield,Nigeria,"
Karpaty ", Premier Liga ,"
FK Minsk ",,900 K €,Free transfer
"Jun 11, 2012",Jean-Claude Bozga,28,Centre-Back,Romania,"
Without Club ",,"
FK Minsk ",,400 K €,-
"Jun 12, 2012",Paul di Giacomo,29,Right Winger,Scotland,"
Morton ", Championship ,"
Airdrieonians ",,225 K €,Free transfer
"Jun 12, 2012",Scott Chaplain,28,Attacking Midfield,Scotland,"
Albion Rovers ", League One ,"
Annan Athletic ",,275 K €,Free transfer
"Jun 12, 2012",Ryan Fante,25,Forward,Canada,"
Valentine FC ", Australia		,"
Khoromkhon FC ",,50 K €,?
"Jun 12, 2012",Sakari Saarinen,33,Central Midfield,Finland,"
Without Club ",,"
Kotka TP ",,150 K €,-
"Jun 13, 2012",Godfred Karikari,27,Left Winger,Hongkong,"
HK Pegasus ", Hong Kong PL ,"
HN Jianye ",,400 K €,?
"Jun 13, 2012",Hugo Bargas,25,Centre-Forward,Argentina,"
Without Club ",,"
Blooming ",,500 K €,-
"Jun 14, 2012",Sead Hadzibulic,29,Centre-Forward,Serbia,"
Hajduk 1912 ", Super liga Srbije ,"
Tampines Rovers ",,400 K €,Free transfer
"Jun 14, 2012",Harry Deane,20,Right Midfield,England,"
Stamford ", England		,"
Holbeach United ",,25 K €,Free transfer
"Jun 14, 2012",Brian McLean,27,Centre-Back,Northern Ireland,"
Preston NE ", League One ,"
Dundee United ",,350 K €,?
"Jun 15, 2012",Diego Ianiero,25,Centre-Back,Argentina,"
Without Club ",,"
GyT (Salta) ",,50 K €,Free transfer
"Jun 15, 2012",Nenad Dedic,22,Left Midfield,Croatia,"
Karlovac 1919 ", 1.HNL ,"
NK Istra ",,50 K €,Free transfer
"Jun 15, 2012",Haci Mustafa Karabulut,23,Attacking Midfield,Turkey,"
Bozüyükspor  ", 2.Lig Beyaz ,"
Y. Malatyaspor ",,175 K €,Free transfer
"Jun 15, 2012",Neil Vanu,22,Forward,Singapore,"
Young Lions ", Premier League ,"
Woodlands Res. ",,100 K €,Free transfer
"Jun 15, 2012",Marin Vidosevic,25,Centre-Back,Croatia,"
NK Imotski ", 2.HNL ,"
Warriors FC ",,100 K €,?
"Jun 15, 2012",Scott McLaughlin,28,Central Midfield,Scotland,"
Without Club ",,"
Peterhead FC ",,225 K €,-
"Jun 16, 2012",Miguel Ángel Sebastián Romero,32,Right Midfield,Argentina,"
Without Club ",,"
Wilstermann  ",,400 K €,-
"Jun 18, 2012",Nedim Halilovic,32,Centre-Forward,Bosnia-Herzegovina,"
Dalkurd ", Ettan Norra ,"
NK Novi Marof ",,800 K €,Free transfer
"Jun 18, 2012",Chun-Pong Leung,25,Central Midfield,Hongkong,"
South China ", Hong Kong PL ,"
SX Wuzhou ",,200 K €,Free transfer
"Jun 18, 2012",Javad Shirzad,29,Left-Back,Iran,"
Esteghlal FC  ", Persian Gulf Pro League ,"
Malavan ",,150 K €,Free transfer
"Jun 18, 2012",Steven Hislop,34,Centre-Forward,Scotland,"
East Fife ", League One ,"
Bo'ness United ",,80 K €,?
"Jun 18, 2012",Aidi Fulangxisi,21,Left-Back,China,"
SH SIPG ", League One ,"
DL Pro Res. ",,25 K €,?
"Jun 19, 2012",Austin McCann,32,Centre-Back,Scotland,"
Dunfermline A. ", Premiership ,"
Ayr United ",,350 K €,Free transfer
"Jun 19, 2012",Reuben Gauci,28,Goalkeeper,Malta,"
Marsaxlokk ", Premier League ,"
Birkirkara FC ",,50 K €,?
"Jun 19, 2012",Hernán Figueredo,27,Central Midfield,Uruguay,"
Liverpool FC ", Primera División ,"
Dinamo Minsk ",,350 K €,?
"Jun 19, 2012",Danilo Cócaro,20,Centre-Forward,Uruguay,"
Rentistas ", Primera División ,"
Dinamo Minsk ",,250 K €,?
"Jun 19, 2012",Matías Britos,23,Centre-Forward,Uruguay,"
Defensor ", Primera División ,"
León ",,600 K €,?
"Jun 19, 2012",Jed Zayner,27,Left-Back,United States,"
Without Club ",,"
Quakes ",,125 K €,-
"Jun 19, 2012",Christian Valencia,33,Centre-Forward,Ecuador,"
Without Club ",,"
Club Águilas ",,50 K €,-
"Jun 20, 2012",Mirel Çota,24,Second Striker,Albania,"
KF Teuta ", Kategoria Superiore ,"
KF Tirana ",,175 K €,?
"Jun 20, 2012",Itaparica,31,Central Midfield,Hongkong,"
HK Pegasus ", Hong Kong PL ,"
South China ",,350 K €,?
"Jun 20, 2012",Abdoulie Mansally,23,Left-Back,The Gambia,"
Without Club ",,"
Salt Lake ",,150 K €,-
"Jun 21, 2012",Cicinho,31,Right-Back,Brazil,"
AS Roma ", Serie A ,"
Sport Recife ",,400 K €,Free transfer
"Jun 21, 2012",William Camenzuli,33,Defender,Malta,"
Marsaxlokk ", Premier League ,"
Zebbug Rangers ",,25 K €,?
"Jun 22, 2012",Davide Bariti,20,Right Winger,Italy,"
LR Vicenza ", Serie B ,"
SSC Napoli ",,275 K €,"1,65 mil. €"
"Jun 22, 2012",Diego Viana,29,Centre-Forward,Brazil,"
Grödig ", 2. Liga ,"
Portuguesa ",,250 K €,Free transfer
"Jun 22, 2012",Leon Knight,29,Centre-Forward,England,"
Glentoran ", Premiership ,"
Retired ",,125 K €,-
"Jun 23, 2012",Michael Boxall,23,Centre-Back,New Zealand,"
Vancouver ", MLS ,"
Wellington P. ",,250 K €,Free transfer
"Jun 25, 2012",Luke Corbett,27,Centre-Forward,England,"
Bedworth United ", England		,"
Evesham United FC ",,50 K €,Free transfer
"Jun 25, 2012",Giampaolo Ciarciá,32,Central Midfield,Italy,"
Virtus Entella ", Italy		,"
Paganese ",,300 K €,Free transfer
"Jun 26, 2012",John Kane,25,Right-Back,Scotland,"
Without Club ",,"
Clyde FC ",,75 K €,-
"Jun 27, 2012",Marco Di Vaio,35,Centre-Forward,Italy,"
Bologna ", Serie A ,"
Montreal Impact ",,500 K €,Free transfer
"Jun 27, 2012",Stephen Simmons,30,Central Midfield,Scotland,"
Queen o. t. S. ", Championship ,"
Alloa Athletic ",,300 K €,Free transfer
"Jun 27, 2012",Toño,32,Goalkeeper,Spain,"
Racing ", LaLiga ,"
Granada CF ",,"3,50 mil. €",Free transfer
"Jun 27, 2012",Alex,23,Central Midfield,Brazil,"
FC Wohlen ", Challenge League ,"
Chicago Fire ",,250 K €,Free transfer
"Jun 27, 2012",Migen Memelli,32,Centre-Forward,Albania,"
Taawon ", Professional League ,"
Flamurtari FC ",,300 K €,?
"Jun 27, 2012",Boniek García,27,Central Midfield,Honduras,"
Olimpia ", Honduras		,"
Houston ",,"1,00 mil. €",?
"Jun 27, 2012",Kwame Watson-Siriboe,25,Centre-Back,United States,"
Chicago Fire ", MLS ,"
Salt Lake ",,100 K €,?
"Jun 27, 2012",Jeremiah White,30,Right Midfield,United States,"
Revolution ", MLS ,"
Retired ",,400 K €,-
"Jun 27, 2012",Ryan MacBeth,21,Central Midfield,Scotland,"
Without Club ",,"
Clyde FC ",,75 K €,-
"Jun 28, 2012",Kieran McAnespie,32,Left-Back,Scotland,"
Arbroath ", League One ,"
Stirling ",,100 K €,Free transfer
"Jun 28, 2012",Mauricio Almada,35,Left-Back,Argentina,"
Deportivo Merlo ", Primera Nacional ,"
Tristan Suarez ",,250 K €,Free transfer
"Jun 28, 2012",Long Tan,24,Centre-Forward,China,"
Vancouver ", MLS ,"
D.C. United ",,150 K €,?
"Jun 28, 2012",André Hanssen,31,Defensive Midfield,Norway,"
Strømsgodset ", Eliteserien ,"
Retired ",,250 K €,-
"Jun 29, 2012",Cedomir Mijanovic,32,Centre-Back,Montenegro,"
Tuen Mun SA ", Hong Kong PL ,"
Icanfield ",,125 K €,Free transfer
"Jun 29, 2012",Mirko Teodorovic,33,Central Midfield,Serbia,"
Tuen Mun SA ", Hong Kong PL ,"
Icanfield ",,125 K €,Free transfer
"Jun 29, 2012",Kwok-Wai Leung,26,Centre-Back,Hongkong,"
Tuen Mun SA ", Hong Kong PL ,"
Icanfield ",,100 K €,Free transfer
"Jun 29, 2012",Stefano Stefanelli,32,Centre-Forward,Italy,"
Riccione ", Italy		,"
Jesina ",,50 K €,?
"Jun 29, 2012",Marco Mancinelli,30,Defender,Italy,"
Lecco ", Italy		,"
Retired ",,100 K €,-
"Jun 29, 2012",Paul Currie,26,Central Midfield,Scotland,"
Without Club ",,"
Arbroath ",,75 K €,-
